customer_name,customer_id,end_user,address_a,address_b,postal_city_a,postal_city_b,postal_code_a,postal_code_b,country_a,country_b,process_step,order_ref,product_group,product_name,original_process_step,tech,status,system,circuit_id,reg_date,plan_done_date,clean_order_date,agreed_date,sent_OB,agreed_installation_date,FM_date,finalize_access_date,latest_agreed_date,order_counter,last_update_timestamp
INTERIØRVERKSTEDET AS,273550,INTERIØRVERKSTEDET AS,125007079,,SKI,,1400,,,,Delivered,401205,Internet,Internett Bedrift SHDSL 8 Mbps (ws),,DSL,COMPLETED,LSD,63499646,29.04.2016,23.05.2016,23.05.2016,01.06.2016,29.04.2016,23.05.2016,23.05.2016,23.05.2016,01.06.2016,1,31.05.2016 08:23:10
RIIS MONTASJE AS,232809,Riis Montasje AS,16123191,,ISDALSTØ,,5914,,NO,,Delivered,401425,Internet,Internett Bedrift SHDSL 8 Mbps (ws),,DSL,COMPLETED,LSD,63499202,02.05.2016,26.05.2016,02.05.2016,07.06.2016,02.05.2016,27.05.2016,27.05.2016,27.05.2016,07.06.2016,1,31.05.2016 08:23:10
"Delta-p, pumpe og kompressor systemer AS",214316,"Delta-p, pumpe og kompressor systemer AS",,,SANDVIKA,,1338,,NO,,In Execution,401590,Internet,Internett Bedrift SHDSL 8 Mbps (oa),finalize access,DSL,IN_PROGRESS,LSD,32745606,03.05.2016,,,08.06.2016,06.05.2016,30.05.2016,,,08.06.2016,1,31.05.2016 08:23:10
ODIN TRADING AS,273709,Odin Trading AS,55322978,,RÅDE,,1640,,,,In Execution,5503817,Internet,Internett Bedrift VDSL2 opptil 25/5 Mbps (OA),finalize access,DSL,IN_PROGRESS,LSD,32744850,06.05.2016,,17.05.2016,17.08.2016,17.05.2016,08.08.2016,,,17.08.2016,1,31.05.2016 08:23:10
Basis Consulting AS,201618,Basis Consulting AS,285693620,,OSLO,,0661,,NO,,Finalizing,403134,Internet,Internett Bedrift ADSL 2+ (oa),complete order,DSL,IN_PROGRESS,LSD,32745490,09.05.2016,30.05.2016,09.05.2016,08.06.2016,09.05.2016,30.05.2016,,,08.06.2016,1,31.05.2016 08:23:10
DGC Systems Access,201790,Rusta Retail AS,,,KORNSJØ,STRAUME,1796,5353,,,Planning,5503868,Ethernet,Ethernet Access SHDSL 8000 (ws_Prem_E-line),plan & design,DSL,IN_PROGRESS,LSD,63496834,09.05.2016,,10.05.2016,16.08.2016,12.05.2016,05.08.2016,,,16.08.2016,1,31.05.2016 08:23:10
Kvantel AS,201839,Partner Tre As,285687716,205837821,OSLO,MANDAL,0655,4515,,,Planning,5503882,Ethernet,Ethernet SHDSL 12 Mbps (oa3),plan & design,DSL,IN_PROGRESS,LSD,32745124,10.05.2016,,,10.06.2016,11.05.2016,01.06.2016,,,10.06.2016,1,31.05.2016 08:23:10
MJØSA PIZZERIA & RESTAURANT AS,268204,MJØSA PIZZERIA & RESTAURANT AS,32045893,,MOELV,,2390,,NO,,In Execution,403626,Internet,Internett Bedrift ADSL4400/640 (oa),finalize access,DSL,IN_PROGRESS,LSD,32745119,11.05.2016,,,15.06.2016,11.05.2016,06.06.2016,,,15.06.2016,1,31.05.2016 08:23:10
DGC Systems Access,201790,Rusta Retail,,,KORNSJØ,SANDNES,1796,4313,NO,NO,Planning,403756,Ethernet,Ethernet Access SHDSL 8000 (ws_Prem_E-line),plan & design,DSL,IN_PROGRESS,LSD,63495021,13.05.2016,,23.05.2016,19.09.2016,23.05.2016,08.09.2016,,,19.09.2016,1,31.05.2016 08:23:10
The Cloud Networks Nordic AB,200290,Peppes Pizza - Finnsnes,273534933,,FINNSNES,,9300,,,,In Execution,5503926,Internet,Internett Bedrift VDSL2 opptil 25/5 Mbps (OA),finalize access,DSL,IN_PROGRESS,LSD,32744768,16.05.2016,,,13.06.2016,18.05.2016,02.06.2016,,,13.06.2016,1,31.05.2016 08:23:10
VELVÆRE NORD AS,208317,VELVÆRE NORD AS,60727442,,TROMSØ,,9015,,,,In Execution,404067,Internet,Internett Bedrift ADSL 2+ 10 Mb/1 Mb,finalize access,DSL,IN_PROGRESS,LSD,32744597,18.05.2016,,,09.06.2016,19.05.2016,31.05.2016,,,09.06.2016,1,31.05.2016 08:23:10
DataGuard AS,201891,Bergen Vinstuer AS,256844107,,BERGEN,,5017,,,,In Execution,5503948,Internet,Internett Bedrift VDSL2 opptil 25/5 Mbps (OA),finalize access,DSL,IN_PROGRESS,LSD,32744491,19.05.2016,,19.05.2016,15.06.2016,20.05.2016,06.06.2016,,,15.06.2016,1,31.05.2016 08:23:10
TRONDHJEMS ASYLSELSKAP,268489,TRONDHJEMS ASYLSELSKAP,276369836,,TRONDHEIM,,7012,,NO,,Planning,404246,Internet,Internett Bedrift SHDSL 12 Mbps (oa3),plan & design,DSL,IN_PROGRESS,LSD,32744410,19.05.2016,,,03.06.2016,23.05.2016,02.06.2016,,,03.06.2016,1,31.05.2016 08:23:10
Thunes Tanntekniske AS,11623009,THUNES OG HANSEN TANNTEKNIKK AS,133218252,,DRAMMEN,,3015,,,,In Execution,5503974,Internet,Internett Bedrift VDSL2 opptil 40/10 Mbps (OA),finalize access,DSL,IN_PROGRESS,LSD,32744292,23.05.2016,,,16.06.2016,23.05.2016,07.06.2016,,,16.06.2016,1,31.05.2016 08:23:10
Norsk Luthersk Misjonssamband,11521638,Heimly Barnehage,273535943,,FINNSNES,,9300,,,,Planning,5503962,Internet,Internett Bedrift SHDSL 4 Mbps (oa4),plan & design,DSL,IN_PROGRESS,LSD,32744275,23.05.2016,,,15.06.2016,23.05.2016,06.06.2016,,,15.06.2016,1,31.05.2016 08:23:10
KESER AS,220832,KESER AS,158071221,,JESSHEIM,,2050,,,,In Execution,404378,Internet,Internett Bedrift VDSL2 opptil 40/10 Mbps (OA),finalize access,DSL,IN_PROGRESS,LSD,32744271,23.05.2016,,,27.06.2016,23.05.2016,16.06.2016,,,27.06.2016,1,31.05.2016 08:23:10
HERIGSTAD MEK AS,274418,HERIGSTAD MEK AS,36591586,,BRYNE,,4341,,,,Validation,404380,Internet,Internett Bedrift ADSL 2+ opptil 12000/700 kbps (ws),validate & disp.,DSL,IN_PROGRESS,LSD,,23.05.2016,,,,,,,,,1,31.05.2016 08:23:10
L.E.T.T. AS,268420,L.E.T.T. AS,285798534,,OSLO,,0250,,NO,,In Execution,404389,Internet,Internett Bedrift VDSL2 opptil 25/5 Mbps (OA),finalize access,DSL,IN_PROGRESS,LSD,32744220,23.05.2016,,,29.06.2016,24.05.2016,20.06.2016,,,29.06.2016,1,31.05.2016 08:23:10
LINDTEL COM AS,263972,Tor Ivar Kolpus,209847378,,NØTTERØY,,3140,,NO,,Validation,404409,Internet,Internett Bedrift VDSL2 opptil 60/15 Mbps (OA),validate & disp.,DSL,IN_PROGRESS,LSD,,23.05.2016,,,,,,,,,1,31.05.2016 08:23:10
The Cloud Networks Nordic AB,200290,Joe And The Juice - Torggate,285813500,,OSLO,,0181,,,,In Execution,5504002,Internet,Internett Bedrift VDSL2 opptil 25/5 Mbps (OA),finalize access,DSL,IN_PROGRESS,LSD,32743671,25.05.2016,,26.05.2016,21.06.2016,30.05.2016,10.06.2016,,,21.06.2016,1,31.05.2016 08:23:10
LINDTEL COM AS,263972,Knut Vetvik,209847380,,NØTTERØY,,3140,,NO,,Planning,404955,Internet,Internett Bedrift VDSL2 opptil 40/10 Mbps (OA),plan & design,DSL,IN_PROGRESS,LSD,,27.05.2016,,,,,,,,,1,31.05.2016 08:23:10
Skatteetaten,220052,Skatteetaten v/Tollregion Midt Norge,276453462,,TRONDHEIM,,7010,,NO,,Planning,404959,Internet,Internett Bedrift SHDSL 12 Mbps (oa3),plan & design,DSL,IN_PROGRESS,LSD,,27.05.2016,,,,,,,,,1,31.05.2016 08:23:10
BERGENS MUSIKHANDEL AS,263982,Bang & Olufsen Bergen,256862211,,BERGEN,,5012,,NO,,In Execution,5501492,Internet,Internett Bedrift VDSL2 opptil 40/10 Mbps (OA),finalize access,DSL,IN_PROGRESS,LSD,32669404,30.09.2015,,,11.11.2015,30.09.2015,02.11.2015,,,11.11.2015,1,31.05.2016 08:23:10
STIFTELSEN STEINERSKOLEN I HAUGESUND,263917,STIFTELSEN STEINERSKOLEN I HAUGESUND,66404308,,HAUGESUND,,5532,,NO,,In Execution,5501484,Internet,Internett Bedrift ADSL 2+ opptil 12000/700 kbps (ws),finalize access,DSL,IN_PROGRESS,LSD,63446994,30.09.2015,,,11.11.2015,30.09.2015,02.11.2015,,,11.11.2015,1,31.05.2016 08:23:10
BRYGGELAND AS,265208,BRYGGELAND DRAMMEN AS,133188556,,DRAMMEN,,3015,,NO,,In Execution,5501771,Internet,Internett Bedrift VDSL2 opptil 25/5 Mbps (OA),finalize access,DSL,IN_PROGRESS,LSD,32665184,30.10.2015,,,23.11.2015,30.10.2015,12.11.2015,,,23.11.2015,1,31.05.2016 08:23:10
4Service AS,241743,4SERVICE AS,285734728,,OSLO,,1291,,NO,,In Execution,358951,Internet,Internett Bedrift ADSL 2+ opptil 12000/700 kbps (ws),finalize access,DSL,IN_PROGRESS,LSD,63433998,10.11.2015,,,20.01.2016,10.11.2015,11.01.2016,,,20.01.2016,1,31.05.2016 08:23:10
FLORVÅG PIZZA AS,266103,FLORVÅG PIZZA AS,23653017,,FLORVÅG,,5305,,NO,,In Execution,359111,Internet,Internett Bedrift ADSL 2+ 15 Mb/1 Mb,finalize access,DSL,IN_PROGRESS,LSD,32662398,11.11.2015,,,11.12.2015,23.11.2015,02.12.2015,,,11.12.2015,1,31.05.2016 08:23:10
FRISØR COMPAGNIET AS,266271,Frisør Compagniet AS,110140573,,KONGSVINGER,,2212,,NO,,Delivered,5502006,Internet,Internett Bedrift ADSL4400/640 (oa),,DSL,COMPLETED,LSD,32663235,16.11.2015,09.05.2016,16.11.2015,19.05.2016,16.11.2015,09.05.2016,11.05.2016,11.05.2016,19.05.2016,1,31.05.2016 08:23:10
NORDESIGN AS,266347,NORDESIGN AS,248342951,,FLEKKEFJORD,,4400,,NO,,In Execution,359877,Internet,Internett Bedrift ADSL 2+ (oa),finalize access,DSL,IN_PROGRESS,LSD,32662246,17.11.2015,,,14.12.2015,24.11.2015,03.12.2015,,,14.12.2015,1,31.05.2016 08:23:10
STOKKE PIZZA JAMAL ALHAW,266752,STOKKE PIZZA JAMAL ALHAW,189300262,,STOKKE,,3160,,NO,,In Execution,363331,Internet,Internett Bedrift VDSL2 opptil 25/5 Mbps (ws),finalize access,DSL,IN_PROGRESS,LSD,63428199,30.11.2015,,30.11.2015,17.12.2015,30.11.2015,08.12.2015,,,17.12.2015,1,31.05.2016 08:23:10
KICK OFF AS,267177,KICK OFF AS,193124035,,KRISTIANSUND N,,6508,,,,In Execution,363687,Internet,Internett Bedrift VDSL2 opptil 25/5 Mbps (OA),finalize access,DSL,IN_PROGRESS,LSD,32660586,07.12.2015,,,18.01.2016,08.12.2015,07.01.2016,,,18.01.2016,1,31.05.2016 08:23:10
"STASJON' RESTAURANT/PUB LINDITA SALIHU",267388,STASJON` RESTAURANT/PUB LINDITA SALIHU,174201825,,TYNSET,,2500,,,,In Execution,363994,Internet,Internett Bedrift VDSL2 opptil 25/5 Mbps (ws),finalize access,DSL,IN_PROGRESS,LSD,63423641,09.12.2015,,,10.02.2016,14.12.2015,19.02.2016,,,01.03.2016,1,31.05.2016 08:23:10
ERLING ASBJØRN ASPNES,267470,ERLING ASBJØRN ASPNES,90274195,,TRO,,8865,,,,In Execution,364184,Internet,Internett Bedrift ADSL 4100/640 kbps (ws),finalize access,DSL,IN_PROGRESS,LSD,63423644,11.12.2015,,,01.02.2016,14.12.2015,21.01.2016,,,01.02.2016,1,31.05.2016 08:23:10
FROST FRISØR AS,265518,FROST FRISØR AS,60739376,,TROMSØ,,9008,,,,In Execution,5502431,Internet,Internett Bedrift VDSL2 opptil 25/5 Mbps (OA),finalize access,DSL,IN_PROGRESS,LSD,32659589,17.12.2015,,,13.01.2016,17.12.2015,22.01.2016,,,02.02.2016,1,31.05.2016 08:23:10
RASMUSSEN & STRAND - GUSTAVSEN AS,267784,RASMUSSEN & STRAND - GUSTAVSEN AS,202353366,,LARVIK,,3256,,,,In Execution,364764,Internet,Internett Bedrift VDSL2 opptil 40/10 Mbps (OA),finalize access,DSL,IN_PROGRESS,LSD,32658836,18.12.2015,,,13.06.2016,29.12.2015,02.06.2016,,,13.06.2016,1,31.05.2016 08:23:10
MADRASS EKSPERTEN AS,269034,Madrass Eksperten AS,92259198,,STRØMMEN,,2010,,,,In Execution,5502777,Internet,Internett Bedrift VDSL2 opptil 25/5 Mbps (OA),finalize access,DSL,IN_PROGRESS,LSD,32655898,26.01.2016,,,17.02.2016,27.01.2016,03.10.2016,,,12.10.2016,1,31.05.2016 08:23:10
Verizon Norway AS,163900,TNT Express,,,NESTTUN,,5224,,NO,,In Execution,370154,Internet,Internett Bedrift SHDSL 1 Mbps (oa),finalize access,DSL,IN_PROGRESS,LSD,32654775,04.02.2016,,05.02.2016,09.03.2016,05.02.2016,01.06.2016,,,10.06.2016,1,31.05.2016 08:23:10
SKYLAND TRAMPOLINEPARK AS,270250,SKYLAND TRAMPOLINEPARK AS,219144194,,KRISTIANSAND S,,4624,,,,In Execution,393011,Internet,Internett Bedrift ADSL 2+ (oa),finalize access,DSL,IN_PROGRESS,LSD,32653010,18.02.2016,,,28.03.2016,22.02.2016,17.03.2016,,,28.03.2016,1,31.05.2016 08:23:10
LILLY MAY AS,270274,LILLY MAY AS,41211431,,PORSGRUNN,,3921,,,,In Execution,393094,Internet,Internett Bedrift VDSL2 opptil 25/5 Mbps (OA),finalize access,DSL,IN_PROGRESS,LSD,32652994,18.02.2016,,22.02.2016,12.04.2016,22.02.2016,01.04.2016,,,12.04.2016,1,31.05.2016 08:23:10
The Cloud Networks Nordic AB,200290,Burger King Lillestrøm Torv,,,LILLESTRØM,,2000,,NO,,In Execution,394206,Internet,Internett Bedrift ADSL 2+ (oa),finalize access,DSL,IN_PROGRESS,LSD,32652271,29.02.2016,,01.03.2016,13.04.2016,01.03.2016,04.04.2016,,,13.04.2016,1,31.05.2016 08:23:10
ARK Bokhandel AS,208397,ARK Bokhandel AS,285680012,,OSLO,,1153,,NO,,In Execution,394459,Internet,Internett Bedrift ADSL 2+ 10 Mb/1 Mb,finalize access,DSL,IN_PROGRESS,LSD,32651966,02.03.2016,,,23.03.2016,02.03.2016,20.06.2016,,,29.06.2016,1,31.05.2016 08:23:10
RAGNAR JAHNSEN AS,270801,RAGNAR JAHNSEN AS,209853368,,NØTTERØY,,3140,,,,In Execution,5503101,Internet,Internett Bedrift ADSL2200/512 (oa),finalize access,DSL,IN_PROGRESS,LSD,32650667,14.03.2016,,,07.04.2016,15.03.2016,04.04.2016,,,13.04.2016,1,31.05.2016 08:23:10
DGC Systems Access,201790,TeknikMagasinet 935 Farmandsträdet Tønsberg,237738171,201117755,KORNSJØ,TØNSBERG,1796,3110,,,Delivered,5503266,Ethernet,Ethernet Access 2048 Pluss,,DSL,COMPLETED,LSD,32746648,16.03.2016,04.05.2016,01.04.2016,13.05.2016,26.04.2016,04.05.2016,10.05.2016,10.05.2016,13.05.2016,1,31.05.2016 08:23:10
IT Systemer AS,207567,IT Systemer,187348482,,HORTEN,,3187,,NO,,In Execution,395579,Internet,Internett Bedrift ADSL 2+ (oa),finalize access,DSL,IN_PROGRESS,LSD,32748196,18.03.2016,,08.04.2016,29.04.2016,11.04.2016,20.04.2016,,,29.04.2016,1,31.05.2016 08:23:10
LILLE MEI AS,271168,Lille Mei AS,191700291,,STORD,,5412,,,,Delivered,5503224,Internet,Internett Bedrift ADSL 2+ opptil 16000/700 kbps (ws),,DSL,COMPLETED,LSD,63451033,22.03.2016,20.05.2016,20.05.2016,02.06.2016,25.04.2016,24.05.2016,23.05.2016,23.05.2016,02.06.2016,1,31.05.2016 08:23:10
Læringsverkstedet AS,131,Læringsverkstedet AS,,,GJERDRUM,,2022,,NO,,In Execution,397964,Internet,Internett Bedrift SHDSL 8 Mbps (ws),finalize access,DSL,IN_PROGRESS,LSD,63457071,31.03.2016,,,10.05.2016,31.03.2016,18.05.2016,,,27.05.2016,1,31.05.2016 08:23:10
VAKUUM SERVICE AS,11087396,VAKUUM SERVICE AS,93185236,,LØRENSKOG,,1470,,,,Delivered,5503381,Internet,Internett Bedrift ADSL 2+ (oa),,DSL,COMPLETED,LSD,32748896,31.03.2016,02.05.2016,02.05.2016,11.05.2016,05.04.2016,02.05.2016,11.05.2016,11.05.2016,11.05.2016,1,31.05.2016 08:23:10
Kvantel AS,201839,Songdalen Legesenter,285793443,215056879,OSLO,NODELAND,0581,4645,,,Delivered,5503399,Ethernet,Ethernet Access SHDSL 2048 (ws_Prem_E-line),,DSL,COMPLETED,LSD,63455934,01.04.2016,03.05.2016,03.05.2016,03.05.2016,05.04.2016,22.04.2016,10.05.2016,10.05.2016,03.05.2016,1,31.05.2016 08:23:10
Elisa Corporation,207681,Eltel Networks Oy,,285702887,Bromma,OSLO,16865,0598,SE,NO,Delivered,398238,Ethernet,Ethernet Access 2048 Pluss,,DSL,COMPLETED,LSD,32748427,01.04.2016,12.05.2016,05.04.2016,19.05.2016,11.04.2016,09.05.2016,12.05.2016,12.05.2016,19.05.2016,1,31.05.2016 08:23:10
Læringsverkstedet AS,131,Læringsverkstedet AS,,,KRISTIANSAND S,,4624,,NO,,Delivered,398266,Internet,Internett Bedrift SHDSL 8 Mbps (oa),,DSL,COMPLETED,LSD,32748856,04.04.2016,23.05.2016,23.05.2016,10.05.2016,05.04.2016,18.05.2016,23.05.2016,23.05.2016,27.05.2016,1,31.05.2016 08:23:10
DGC Systems Access,201790,Kjell & Co,237738171,299401510,KORNSJØ,STRAUME,1796,5353,,,Delivered,5503441,Ethernet,Ethernet Access SHDSL 4000 (ws_Prem_E-line),,DSL,COMPLETED,LSD,63455163,06.04.2016,24.05.2016,06.04.2016,09.05.2016,07.04.2016,28.04.2016,24.05.2016,24.05.2016,09.05.2016,1,31.05.2016 08:23:10
PowerTech Information Systems,100032,Human Etisk Forbund,285785878,256945870,OSLO,BERGEN,0581,5012,,,Delivered,5503488,Ethernet,Ethernet Access 2048 Pluss,,DSL,COMPLETED,LSD,,11.04.2016,,,11.05.2016,,02.05.2016,11.05.2016,11.05.2016,11.05.2016,1,31.05.2016 08:23:10
ENWA WATER TECHNOLOGY AS,214041,ENWA WATER TECHNOLOGY AS,240974178,,ÅLESUND,,6012,,,,Delivered,399539,Internet,Internett Bedrift VDSL2 opptil 25/5 Mbps (ws),,DSL,COMPLETED,LSD,63451275,12.04.2016,02.05.2016,02.05.2016,11.05.2016,23.04.2016,02.05.2016,11.05.2016,11.05.2016,11.05.2016,1,31.05.2016 08:23:10
DGC Systems Access,201790,TeknikMagasinet Sweden AB,237738171,276379206,KORNSJØ,TRONDHEIM,1796,7041,,,In Execution,5503561,Ethernet,Ethernet Access 2048 Pluss,finalize access,DSL,IN_PROGRESS,LSD,32746541,15.04.2016,,26.04.2016,29.06.2016,27.04.2016,20.06.2016,,,29.06.2016,1,31.05.2016 08:23:10
K ASPELUND AS,213801,Kron & Mynt AS v/K ASPELUND AS,126193329,72038385,TROLLÅSEN,ØSTERÅS,1414,1361,NO,NO,Delivered,400082,Ethernet,Ethernet Access 4000 Pluss,,DSL,COMPLETED,LSD,32747189,18.04.2016,12.05.2016,12.05.2016,18.05.2016,20.04.2016,06.05.2016,12.05.2016,12.05.2016,18.05.2016,1,31.05.2016 08:23:10
Jørpeland Servicenter A/S,273205,Jørpeland Servicenter A/S,98491688,,JØRPELAND,,4100,,,,Delivered,400388,Internet,Internett Bedrift VDSL2 opptil 30/10 Mbps (ws),,DSL,COMPLETED,LSD,63451688,20.04.2016,26.05.2016,26.05.2016,25.05.2016,21.04.2016,13.05.2016,27.05.2016,27.05.2016,25.05.2016,1,31.05.2016 08:23:10
BELLA DONNA GALLERIET AS,273206,BELLA DONNA GALLERIET AS,256862211,,BERGEN,,5012,,,,Delivered,400390,Internet,Internett Bedrift VDSL2 opptil 60/15 Mbps (OA),,DSL,COMPLETED,LSD,32747103,20.04.2016,18.05.2016,18.05.2016,27.05.2016,21.04.2016,18.05.2016,20.05.2016,20.05.2016,27.05.2016,1,31.05.2016 08:23:10
Kvantel AS,201839,Atea Feas Kleppe Sekundærstasjon(ASKØY ENERGI AS),285793443,23650265,OSLO,KLEPPESTØ,0581,5308,,,Delivered,5503568,Ethernet,Ethernet Access 4000 Pluss,,DSL,COMPLETED,LSD,32747092,20.04.2016,12.05.2016,12.05.2016,19.05.2016,21.04.2016,12.05.2016,12.05.2016,12.05.2016,24.05.2016,1,31.05.2016 08:23:10
Intility AS,201901,BDO AS - Sandvika,,,TROLLÅSEN,SANDVIKA,1414,1338,NO,NO,Delivered,400609,Ethernet,Ethernet SHDSL 12 Mbps (oa3),,DSL,COMPLETED,LSD,32746901,22.04.2016,12.05.2016,12.05.2016,24.05.2016,25.04.2016,12.05.2016,12.05.2016,12.05.2016,24.05.2016,1,31.05.2016 08:23:10
OLSENS FESKEMAT,246510,Olsens Feskemat,236801892,,BERLEVÅG,,9980,,,,In Execution,5503705,Internet,Internett Bedrift VDSL2 opptil 25/5 Mbps (ws),finalize access,DSL,IN_PROGRESS,LSD,63450961,25.04.2016,,,04.11.2016,25.04.2016,26.10.2016,,,04.11.2016,1,31.05.2016 08:23:10
DataGuard AS,201891,BERGEN KIRKELIGE FELLESRÅD,,,NESTTUN,BERGEN,5221,5053,,,Delivered,5503735,Ethernet,Ethernet SHDSL 20 Mbps (oa5),,DSL,COMPLETED,LSD,32746443,27.04.2016,23.05.2016,23.05.2016,27.05.2016,27.04.2016,18.05.2016,24.05.2016,24.05.2016,27.05.2016,1,31.05.2016 08:23:10
Clear Channel Norway AS,214266,Amfi eurosenter (Clear Channel),353142060,,VORMSUND,,2160,,,,In Execution,5503738,Internet,Internett Bedrift ADSL 2+ opptil 16000/700 kbps (ws),finalize access,DSL,IN_PROGRESS,LSD,63450039,28.04.2016,,,25.05.2016,28.04.2016,13.05.2016,,,25.05.2016,1,31.05.2016 08:23:10
RealNett AS,270936,RealNett AS,276401738,276469435,TRONDHEIM,TRONDHEIM,7011,7046,,,Delivered,5503724,Ethernet,Ethernet Aksess ADSL 4400/640,,DSL,COMPLETED,LSD,32746321,28.04.2016,23.05.2016,23.05.2016,01.06.2016,28.04.2016,23.05.2016,24.05.2016,24.05.2016,01.06.2016,1,31.05.2016 08:23:10
Kvantel AS,201839,Vita Odden Senter 1510 CLA,285793443,269231550,OSLO,GRIMSTAD,0581,4876,,,In Execution,5503763,Ethernet,Ethernet Access 2048 Pluss,finalize access,DSL,IN_PROGRESS,LSD,32746033,29.04.2016,,02.05.2016,23.06.2016,02.05.2016,14.06.2016,,,23.06.2016,1,31.05.2016 08:23:10
DGC Systems Access,201790,Rusta Retail AS,237738171,41761508,KORNSJØ,SKIEN,1796,3735,,,In Execution,5503865,Ethernet,Ethernet aksess SHDSL 8 Mbps (oa4),finalize access,DSL,IN_PROGRESS,LSD,32744986,09.05.2016,,10.05.2016,11.08.2016,12.05.2016,02.08.2016,,,11.08.2016,1,31.05.2016 08:23:10
AAFAG EIENDOM AS,263648,AAFAG EIENDOM AS,276369243,,TRONDHEIM,,7030,,,,Delivered,404047,Internet,Internett Bedrift VDSL2 opptil 25/5 Mbps (OA),,DSL,COMPLETED,LSD,32744595,18.05.2016,27.05.2016,27.05.2016,07.06.2016,19.05.2016,27.05.2016,27.05.2016,27.05.2016,07.06.2016,1,31.05.2016 08:23:10
DataGuard AS,201891,POTETKJELLEREN MAT & VIN AS,256945879,,BERGEN,,5017,,,,In Execution,5503946,Internet,Internett Bedrift VDSL2 opptil 25/5 Mbps (OA),finalize access,DSL,IN_PROGRESS,LSD,32744587,19.05.2016,,,15.06.2016,19.05.2016,06.06.2016,,,15.06.2016,1,31.05.2016 08:23:10
EXPLEO AS,274410,EXPLEO AS,92271057,,LILLESTRØM,,2000,,,,In Execution,404370,Internet,Internett Bedrift VDSL2 opptil 60/15 Mbps (OA),finalize access,DSL,IN_PROGRESS,LSD,32744250,23.05.2016,,23.05.2016,27.06.2016,23.05.2016,16.06.2016,,,27.06.2016,1,31.05.2016 08:23:10
LINDTEL COM AS,263972,Knut Vetvik,209844770,,NØTTERØY,,3140,,NO,,In Execution,404407,Internet,Internett Bedrift VDSL2 opptil 40/10 Mbps (OA),finalize access,DSL,IN_PROGRESS,LSD,32744010,23.05.2016,,,29.06.2016,25.05.2016,20.06.2016,,,29.06.2016,1,31.05.2016 08:23:10
Kvantel AS,201839,Boys of Europe Futura 459,285793443,193119066,OSLO,KRISTIANSUND N,0581,6517,NO,NO,Planning,404481,Ethernet,Ethernet Access 2048 Pluss,plan & design,DSL,IN_PROGRESS,LSD,32744063,24.05.2016,,24.05.2016,31.05.2016,25.05.2016,30.05.2016,,,31.05.2016,1,31.05.2016 08:23:10
Network Integrator & Security AS,210136,Network Integrator & security AS,17866107,,FREDRIKSTAD,,1610,,NO,,In Execution,404490,Internet,Internett Bedrift SHDSL 12 Mbps (oa3),finalize access,DSL,IN_PROGRESS,LSD,32744070,24.05.2016,,,30.06.2016,24.05.2016,21.06.2016,,,30.06.2016,1,31.05.2016 08:23:10
NORWAY ACCOUNTS AS,274498,NORWAY ACCOUNTS AS,20130557,,MOSS,,1530,,,,In Execution,404501,Internet,Internett Bedrift VDSL2 opptil 25/5 Mbps (OA),finalize access,DSL,IN_PROGRESS,LSD,32744022,24.05.2016,,24.05.2016,17.06.2016,25.05.2016,08.06.2016,,,17.06.2016,1,31.05.2016 08:23:10
Tryggheim Barnehage Vestnes,274407,Tryggheim Barnehage Vestnes,,,VESTNES,,6390,,NO,,Planning,404594,Internet,Internett Bedrift SHDSL 2 Mbps (ws),plan & design,DSL,IN_PROGRESS,LSD,63493894,24.05.2016,,26.05.2016,29.06.2016,27.05.2016,20.06.2016,,,29.06.2016,1,31.05.2016 08:23:10
Læringsverkstedet AS,131,Hammersborg Barnehage,276405307,,TRONDHEIM,,7020,,NO,,In Execution,404628,Internet,Internett Bedrift SHDSL 8 Mbps (ws),finalize access,DSL,IN_PROGRESS,LSD,63494049,25.05.2016,,,23.06.2016,27.05.2016,14.06.2016,,,23.06.2016,1,31.05.2016 08:23:10
The Cloud Networks Nordic AB,200290,Joe & the Juice - Storgata,285772631,,OSLO,,0155,,,,In Execution,5504003,Internet,Internett Bedrift VDSL2 opptil 25/5 Mbps (OA),finalize access,DSL,IN_PROGRESS,LSD,32743669,25.05.2016,,26.05.2016,28.06.2016,30.05.2016,17.06.2016,,,28.06.2016,1,31.05.2016 08:23:10
LINDTEL COM AS,263972,Bjarne Berntsen,209840849,,KJØPMANNSKJÆR,,3143,,NO,,Planning,404940,Internet,Internett Bedrift VDSL2 opptil 25/5 Mbps (OA),plan & design,DSL,IN_PROGRESS,LSD,,27.05.2016,,,,,,,,,1,31.05.2016 08:23:10
GAGNE FORSIKRINGSMEGLING AS,274988,GAGNE FORSIKRINGSMEGLING AS,256897454,,BØNES,,5152,,,,Validation,405475,Internet,Internett Bedrift VDSL2 opptil 40/10 Mbps (ws),validate & disp.,DSL,IN_PROGRESS,LSD,,30.05.2016,,,,,,,,,1,31.05.2016 08:23:10
AS STÅL OG GUMMI,264035,AS STÅL OG GUMMI,271039662,,ALTA,,9510,,NO,,In Execution,354926,Internet,Internett Bedrift VDSL2 opptil 25/5 Mbps (OA),finalize access,DSL,IN_PROGRESS,LSD,32667225,30.09.2015,,01.10.2015,05.11.2015,15.10.2015,20.11.2015,,,01.12.2015,1,31.05.2016 08:23:10
