customer_name,customer_id,order_ref,product_group,process_step,circuit_id,reg_date,plan_done_date,clean_order_date,agreed_date,agreed_installation_date,FM_date,finalize_access_date,latest_agreed_date,order_counter,last_update_timestamp
Det Norske Misjonsselskap,91,404171_lsd,Internet,finalize access,32744089,19.05.2016,,,15.06.2016,06.06.2016,,,15.06.2016,1,"42486,858611111"
TKE Drift AS,124,404221_lsd,Internet,finalize access,32744532,19.05.2016,,,14.06.2016,03.06.2016,,,14.06.2016,1,"42486,858611111"
ROAR PELSINDUSTRI DA,125,404284_lsd,Internet,plan & design,32744255,20.05.2016,,,20.06.2016,09.06.2016,,,20.06.2016,1,"42486,858611111"
Alarmsentral Brann Øst AS,126,404329_lsd,Internet,finalize access,63495105,23.05.2016,,,17.06.2016,08.06.2016,,,17.06.2016,1,"42486,858611111"
TØNSBERG DATA AS,127,5503971_lsd,Internet,finalize access,63495058,23.05.2016,,,15.06.2016,06.06.2016,,,15.06.2016,1,"42486,858611111"
JANCO BILREP AS,128,404552_lsd,Internet,finalize access,32744064,24.05.2016,,,20.07.2016,11.07.2016,,,20.07.2016,1,"42486,858611111"
Tryggheim Barnehage Vestnes,129,404594_lsd,Internet,plan & design,,24.05.2016,,,,,,,,1,"42486,858611111"
STUDIO 26 AS,130,356611_lsd,Internet,finalize access,32666774,19.10.2015,,19.10.2015,20.11.2015,11.11.2015,,,20.11.2015,1,"42486,858611111"
SUPER-REIAN FADIL MAHMOUD MCHENCH,131,357537_lsd,Internet,finalize access,32665301,29.10.2015,,,14.12.2015,03.12.2015,,,14.12.2015,1,"42486,858611111"
ELSTØEN GARTNERI AS,132,359841_lsd,Internet,plan & design,63430219,17.11.2015,22.12.2015,22.12.2015,11.12.2015,02.12.2015,,,11.12.2015,1,"42486,858611111"
IVAR MOE,133,362393_lsd,Internet,finalize access,63429261,23.11.2015,,26.11.2015,16.12.2015,07.12.2015,,,16.12.2015,1,"42486,858611111"
STIFTELSEN TEIE HAGEBY BARNEHAGE,134,5501139_lsd,Internet,finalize access,32661994,24.11.2015,,26.11.2015,15.12.2015,04.12.2015,,,15.12.2015,1,"42486,858611111"
STOKKE PIZZA JAMAL ALHAW,54,362723_lsd,Internet,finalize access,32661992,24.11.2015,,26.11.2015,15.12.2015,04.12.2015,,,15.12.2015,1,"42486,858611111"
IDE MØBLER BODØ AS,135,362735_lsd,Internet,finalize access,32662007,24.11.2015,,26.11.2015,08.04.2016,30.03.2016,,,08.04.2016,1,"42486,858611111"
FINSRUD ALF ERIK,136,362744_lsd,Internet,finalize access,32662013,24.11.2015,,26.11.2015,17.12.2015,08.12.2015,,,17.12.2015,1,"42486,858611111"
KORNERUD TRON MARTIN,137,362751_lsd,Internet,finalize access,32662006,24.11.2015,,26.11.2015,17.12.2015,08.12.2015,,,17.12.2015,1,"42486,858611111"
SALONG FANTASI OLGA BRØNMO,138,362678_lsd,Internet,finalize access,32660257,09.12.2015,,,31.12.2015,20.01.2016,,,29.01.2016,1,"42486,858611111"
ARENDAL SPORT & FITNESS-SENTER AS,139,393101_lsd,Internet,finalize access,32746974,18.02.2016,,11.04.2016,12.05.2016,03.05.2016,,,12.05.2016,1,"42486,858611111"
NYE LINDTEL AS,140,394474_lsd,Internet,finalize access,32651885,02.03.2016,,,13.04.2016,04.04.2016,,,13.04.2016,1,"42486,858611111"
The Cloud Networks Nordic AB,41,395129_lsd,Internet,finalize access,32651129,09.03.2016,,09.03.2016,13.04.2016,20.05.2016,,,31.05.2016,1,"42486,858611111"
Visma Retail AS,141,395837_lsd,Internet,finalize access,63454266,15.03.2016,,15.03.2016,28.04.2016,19.04.2016,,,28.04.2016,1,"42486,858611111"
Læringsverkstedet AS,7,397499_lsd,Internet,finalize access,32749598,28.03.2016,,,10.05.2016,06.05.2016,,,18.05.2016,1,"42486,858611111"
BAKERIET CAFÉDRIFT AS 239616,142,397986_lsd,Internet,finalize access,32749466,31.03.2016,,,04.05.2016,25.05.2016,,,03.06.2016,1,"42486,858611111"
BRYGGA TANNREGULERING AS,143,5503497_lsd,Internet,finalize access,32748024,11.04.2016,,,06.07.2016,27.06.2016,,,06.07.2016,1,"42486,858611111"
Norgesbuss AS,144,5503550_lsd,Internet,finalize access,32747599,14.04.2016,,,11.05.2016,01.06.2016,,,10.06.2016,1,"42486,858611111"
The Cloud Networks Nordic AB,41,399823_lsd,Internet,finalize access,63453058,14.04.2016,,15.04.2016,24.05.2016,02.06.2016,,,13.06.2016,1,"42486,858611111"
Jørpeland Servicenter A/S,145,400388_lsd,Internet,finalize access,63451688,20.04.2016,,,25.05.2016,13.05.2016,,,25.05.2016,1,"42486,858611111"
The Cloud Networks Nordic AB,41,5503639_lsd,Internet,finalize access,63451679,20.04.2016,,,10.08.2016,01.08.2016,,,10.08.2016,1,"42486,858611111"
LUGGEN FRISØR AS,146,400702_lsd,Internet,finalize access,63451067,25.04.2016,,,01.06.2016,23.05.2016,,,01.06.2016,1,"42486,858611111"
Kvantel AS,10,5503747_lsd,Ethernet,finalize access,32746335,27.04.2016,,,04.05.2016,03.05.2016,,,04.05.2016,1,"42486,858611111"
BROBEKK GRILL OG PIZZA AS,147,401494_lsd,Internet,finalize access,32745675,02.05.2016,,06.05.2016,07.06.2016,27.05.2016,,,07.06.2016,1,"42486,858611111"
Clear Channel Norway AS,9,5503857_lsd,Internet,finalize access,32745502,06.05.2016,,09.05.2016,01.06.2016,23.05.2016,,,01.06.2016,1,"42486,858611111"
Itera Norge AS,148,403285_lsd,Ethernet,plan & design,32745268,09.05.2016,,,03.06.2016,25.05.2016,,,03.06.2016,1,"42486,858611111"
Æ STUDIO AS,149,403338_lsd,Internet,finalize access,32745066,10.05.2016,,10.05.2016,16.06.2016,07.06.2016,,,16.06.2016,1,"42486,858611111"
Norsk Wavin AS,150,403354_lsd,Internet,finalize access,63497154,10.05.2016,,,09.06.2016,31.05.2016,,,09.06.2016,1,"42486,858611111"
STIG NYSTRØM,13,403418_lsd,Internet,finalize access,63497138,10.05.2016,,,10.06.2016,01.06.2016,,,10.06.2016,1,"42486,858611111"
NORDLYS MALERSERVICE AS,100,403436_lsd,Internet,complete order,32745192,10.05.2016,24.05.2016,24.05.2016,02.06.2016,24.05.2016,,,02.06.2016,1,"42486,858611111"
The Cloud Networks Nordic AB,41,5503927_lsd,Internet,plan & design,,16.05.2016,,18.05.2016,,,,,,1,"42486,858611111"
Norsk Luthersk Misjonssamband,19,5503909_lsd,Internet,finalize access,63495860,18.05.2016,,,15.06.2016,06.06.2016,,,15.06.2016,1,"42486,858611111"
IP-Only Telecommunication Networks AB,102,403707_lsd,Ethernet,finalize access,32744504,18.05.2016,,,13.06.2016,02.06.2016,,,13.06.2016,1,"42486,858611111"
JBS SPORT AS,151,5503949_lsd,Internet,finalize access,32744467,19.05.2016,,19.05.2016,24.06.2016,15.06.2016,,,24.06.2016,1,"42486,858611111"
Norsk Luthersk Misjonssamband,19,5503963_lsd,Internet,plan & design,63495061,23.05.2016,,,17.06.2016,08.06.2016,,,17.06.2016,1,"42486,858611111"
Den Norske Emballasjeforening,152,5501409_lsd,Internet,finalize access,32669794,22.09.2015,,,19.10.2015,01.07.2016,,,12.07.2016,1,"42486,858611111"
Gudevold Barnehage,153,5501744_lsd,Internet,finalize access,32666302,21.10.2015,,,18.11.2015,13.07.2016,,,22.07.2016,1,"42486,858611111"
RØRKOMPANIET AS,154,359749_lsd,Internet,finalize access,32663070,16.11.2015,,16.11.2015,10.12.2015,07.12.2015,,,16.12.2015,1,"42486,858611111"
SVEIN SKARPENES,155,359898_lsd,Internet,finalize access,32652571,17.11.2015,,,17.03.2016,04.04.2016,,,13.04.2016,1,"42486,858611111"
"CONRAD, Dahl Bryne",156,362544_lsd,Internet,finalize access,63414083,24.11.2015,,26.11.2015,11.03.2016,06.06.2016,,,15.06.2016,1,"42486,858611111"
RITZ KAFE OG KONDITORI AS,157,5502288_lsd,Internet,finalize access,32660488,07.12.2015,,08.12.2015,18.01.2016,07.01.2016,,,18.01.2016,1,"42486,858611111"
AS POLARLEIE,158,364601_lsd,Internet,finalize access,32659419,17.12.2015,,18.12.2015,10.02.2016,18.02.2016,,,29.02.2016,1,"42486,858611111"
DataGuard AS,33,5503153_lsd,Ethernet,finalize access,32651404,08.03.2016,,08.03.2016,07.04.2016,29.03.2016,,,07.04.2016,1,"42486,858611111"
FLØTRE INVEST AS,159,397391_lsd,Internet,finalize access,32749718,23.03.2016,,,15.04.2016,06.04.2016,,,15.04.2016,1,"42486,858611111"
Læringsverkstedet AS,7,397560_lsd,Internet,finalize access,32749613,29.03.2016,,,10.05.2016,09.05.2016,,,19.05.2016,1,"42486,858611111"
Læringsverkstedet AS,7,397920_lsd,Internet,finalize access,32749421,30.03.2016,,,10.05.2016,20.05.2016,,,31.05.2016,1,"42486,858611111"
Læringsverkstedet AS,7,398263_lsd,Internet,finalize access,63455943,04.04.2016,,,10.05.2016,18.05.2016,,,27.05.2016,1,"42486,858611111"
RACESPEC INVEST AS,160,5503405_lsd,Internet,finalize access,63454838,07.04.2016,,,10.05.2016,27.05.2016,,,07.06.2016,1,"42486,858611111"
Intility AS,97,399449_lsd,Ethernet,finalize access,32747874,12.04.2016,,,08.06.2016,13.06.2016,,,22.06.2016,1,"42486,858611111"
DGC Systems Access,8,5503562_lsd,Ethernet,finalize access,32746537,15.04.2016,,15.04.2016,06.06.2016,19.05.2016,,,30.05.2016,1,"42486,858611111"
TRANVÅG MARITIME AS,161,5503626_lsd,Internet,finalize access,32747101,20.04.2016,,,07.06.2016,27.05.2016,,,07.06.2016,1,"42486,858611111"
4HUMAN IT AS,162,400598_lsd,Internet,finalize access,32746962,22.04.2016,,,01.06.2016,23.05.2016,,,01.06.2016,1,"42486,858611111"
SPRELL BUTIKK AS,163,403369_lsd,Internet,finalize access,32745090,10.05.2016,,10.05.2016,08.06.2016,30.05.2016,,,08.06.2016,1,"42486,858611111"
Xfiber AS,164,5503879_lsd,Ethernet,plan & design,32745115,10.05.2016,,,01.06.2016,31.05.2016,,,01.06.2016,1,"42486,858611111"
RAMP PUB & SPISERI AS,165,403434_lsd,Internet,finalize access,63497141,10.05.2016,,,09.06.2016,31.05.2016,,,09.06.2016,1,"42486,858611111"
KIRSEBOM AS,166,5503884_lsd,Internet,finalize access,63496841,11.05.2016,,,07.06.2016,27.05.2016,,,07.06.2016,1,"42486,858611111"
BEMA AS,167,403670_lsd,Internet,finalize access,32744993,11.05.2016,,,12.07.2016,01.07.2016,,,12.07.2016,1,"42486,858611111"
Norsk Luthersk Misjonssamband,19,5503907_lsd,Internet,plan & design,63495850,18.05.2016,,,15.06.2016,06.06.2016,,,15.06.2016,1,"42486,858611111"
Norsk Luthersk Misjonssamband,19,5503915_lsd,Internet,finalize access,63495840,18.05.2016,,,15.06.2016,06.06.2016,,,15.06.2016,1,"42486,858611111"
Norsk Luthersk Misjonssamband,19,5503918_lsd,Internet,plan & design,63495837,18.05.2016,,,15.06.2016,06.06.2016,,,15.06.2016,1,"42486,858611111"
Kvantel AS,10,404115_lsd,Ethernet,plan & design,32744553,18.05.2016,,,30.05.2016,30.05.2016,,,31.05.2016,1,"42486,858611111"
DataGuard AS,33,5503947_lsd,Internet,finalize access,32744586,19.05.2016,,,15.06.2016,06.06.2016,,,15.06.2016,1,"42486,858611111"
"SKJÆRVIK'S SCOOTER & MC AS",168,404217_lsd,Internet,finalize access,63495611,19.05.2016,,19.05.2016,14.06.2016,03.06.2016,,,14.06.2016,1,"42486,858611111"
KASTELLET DAGLIGVARE AS,169,5503958_lsd,Internet,finalize access,32744429,20.05.2016,,,15.06.2016,06.06.2016,,,15.06.2016,1,"42486,858611111"
KVAMS GLASS SANDEFJORD AS,170,404282_lsd,Internet,finalize access,32744295,20.05.2016,,,28.06.2016,17.06.2016,,,28.06.2016,1,"42486,858611111"
Norsk Luthersk Misjonssamband,19,5503960_lsd,Internet,plan & design,32744290,23.05.2016,,,15.06.2016,06.06.2016,,,15.06.2016,1,"42486,858611111"
QUAD GEOMETRICS NORWAY AS,171,404368_lsd,Internet,finalize access,32744257,23.05.2016,,23.05.2016,28.06.2016,17.06.2016,,,28.06.2016,1,"42486,858611111"
Verizon Norway AS,61,404379_lsd,Ethernet,plan & design,63495045,23.05.2016,,,29.06.2016,20.06.2016,,,29.06.2016,1,"42486,858611111"
DGC Systems Access,8,5503986_lsd,Ethernet,plan & design,32744066,24.05.2016,,,17.08.2016,08.08.2016,,,17.08.2016,1,"42486,858611111"
IKT GRUPPEN AS,172,351340,Internet,validate & disp.,28704009,28.08.2015,,,,,,,,1,"42486,858611111"
Kystverket,173,367726,IPVPN,finalize access,28949990,11.01.2016,20.04.2016,20.04.2016,29.04.2016,,,,29.04.2016,1,"42486,858611111"
Kystverket,173,367731,IPVPN,finalize access,28919419,11.01.2016,20.04.2016,20.04.2016,29.04.2016,,,,29.04.2016,1,"42486,858611111"
Tieto Sweden AB OU302 - SE556052746601,174,370160,IPVPN,validate & disp.,28836492,04.02.2016,,,,,,,,1,"42486,858611111"
Tieto Sweden AB OU302 - SE556052746601,174,370170,IPVPN,validate & disp.,28956517,04.02.2016,,,,,,,,1,"42486,858611111"
Tieto Sweden AB OU302 - SE556052746601,174,370178,IPVPN,validate & disp.,28576964,04.02.2016,,,,,,,,1,"42486,858611111"
Tieto Sweden AB OU302 - SE556052746601,174,370181,IPVPN,validate & disp.,28717087,04.02.2016,,,,,,,,1,"42486,858611111"
EVRY NORGE AS,175,403295,IPVPN,validate & disp.,28670771,09.05.2016,,,,,,,,1,"42486,858611111"
Tyrili Stiftelsen,176,403581,IPVPN,validate & disp.,28600620,11.05.2016,,,,,,,,1,"42486,858611111"
EVRY NORGE AS,175,403291,IPVPN,validate & disp.,28486034,09.05.2016,,,,,,,,1,"42486,858611111"
Læringsverkstedet AS,7,396987,Internet,complete order,28730748,22.03.2016,04.04.2016,31.03.2016,28.04.2016,19.04.2016,,12.05.2016,28.04.2016,1,"42486,858611111"
RIIS MONTASJE AS,121,372295,Internet,finalize access,28682024,11.02.2016,29.04.2016,15.02.2016,13.06.2016,02.06.2016,,,13.06.2016,1,"42486,858611111"
Mandal Statlige Mottak For Asylsøkere AS,177,401419,Internet,finalize access,28447235,02.05.2016,09.05.2016,03.05.2016,01.06.2016,23.05.2016,,,01.06.2016,1,"42486,858611111"
Jakob Hatteland Solutions AS,178,370269,IPVPN,complete order,28537067,05.02.2016,22.02.2016,21.02.2016,23.03.2016,15.03.2016,,08.03.2016,23.03.2016,1,"42486,858611111"
Jakob Hatteland Solutions AS,178,5503951,Ethernet,finalize access,28798997,19.05.2016,23.05.2016,19.05.2016,20.06.2016,09.06.2016,,,20.06.2016,1,"42486,858611111"
Jakob Hatteland Solutions AS,178,337814,Ethernet,plan & design,28497466,31.03.2015,,05.11.2015,,,,,,1,"42486,858611111"
Jakob Hatteland Solutions AS,178,337821,Ethernet,plan & design,28506941,31.03.2015,,26.01.2016,,,,,,1,"42486,858611111"
Jakob Hatteland Solutions AS,178,395019,Ethernet,finalize access,28329571,08.03.2016,24.04.2016,24.04.2016,30.05.2016,19.05.2016,,,30.05.2016,1,"42486,858611111"
Jakob Hatteland Solutions AS,178,5503890,Ethernet,plan & design,28799709,12.05.2016,,17.05.2016,,,,,,1,"42486,858611111"
Braathe Gruppen AS,179,5503511,Ethernet,finalize access,28760702,14.04.2016,25.04.2016,15.04.2016,12.08.2016,03.08.2016,,,12.08.2016,1,"42486,858611111"
Viju Norge AS,180,401233,IPVPN,finalize access,28342976,29.04.2016,06.05.2016,06.05.2016,13.06.2016,08.06.2016,,,13.06.2016,1,"42486,858611111"
Nli Subsea Service AS,181,394712,Internet,validate & disp.,32607887,04.03.2016,,,,,,,,1,"42486,858611111"
Redningsselskapet,182,396958,Internet,finalize access,28548416,22.03.2016,30.03.2016,23.03.2016,25.04.2016,14.04.2016,,,25.04.2016,1,"42486,858611111"
Bikes AS,183,403984,Internet,finalize access,28386847,18.05.2016,24.05.2016,19.05.2016,15.06.2016,06.06.2016,,,15.06.2016,1,"42486,858611111"
Schenker AS,184,356877,Internet,plan & design,28964897,22.10.2015,,25.10.2015,,,,,,1,"42486,858611111"
Schenker AS,184,367148,Internet,finalize access,28391861,27.01.2016,10.02.2016,05.02.2016,30.03.2016,01.06.2016,,,10.06.2016,1,"42486,858611111"
Din Utvikling AS,122,5503881,Internet,plan & design,28967315,11.05.2016,,12.05.2016,,,,,,1,"42486,858611111"
MONTAR AS,185,357177,Internet,finalize access,28461130,06.11.2015,11.01.2016,06.11.2015,09.02.2016,03.06.2016,,,14.06.2016,1,"42486,858611111"
RAGD AS,186,400540,Internet,validate & disp.,28443562,21.04.2016,,,,,,,,1,"42486,858611111"
Bistandshuset AS,187,404603,Internet,validate & disp.,32695312,24.05.2016,,,,,,,,1,"42486,858611111"
TRONDHJEMS ASYLSELSKAP,44,369009,Internet,plan & design,28707270,26.01.2016,,03.02.2016,,,,,,1,"42486,858611111"
DataGuard AS,33,5503753,Ethernet,finalize access,28864435,28.04.2016,13.05.2016,09.05.2016,09.06.2016,02.06.2016,,,09.06.2016,1,"42486,858611111"
Kvantel AS,10,5501075,Ethernet,complete order,28397910,16.08.2015,09.09.2015,16.08.2015,29.10.2015,29.04.2016,,11.05.2016,10.05.2016,1,"42486,858611111"
Kvantel AS,10,5501087,Ethernet,complete order,28412086,17.08.2015,30.10.2015,21.08.2015,26.02.2016,22.04.2016,,29.02.2016,03.05.2016,1,"42486,858611111"
Kvantel AS,10,356333,Ethernet,finalize access,28294608,15.10.2015,11.11.2015,22.10.2015,25.01.2016,20.05.2016,,,31.05.2016,1,"42486,858611111"
Kvantel AS,10,5501713,Ethernet,finalize access,28889402,20.10.2015,29.10.2015,22.10.2015,13.01.2016,04.01.2016,,,13.01.2016,1,"42486,858611111"
Kvantel AS,10,5502698,Ethernet,complete order,28438407,19.01.2016,19.02.2016,21.01.2016,11.03.2016,11.03.2016,,11.03.2016,18.03.2016,1,"42486,858611111"
Kvantel AS,10,5503158,Ethernet,finalize access,28553734,14.03.2016,22.03.2016,16.03.2016,14.04.2016,05.04.2016,,,14.04.2016,1,"42486,858611111"
Kvantel AS,10,5503265,Ethernet,finalize access,28833509,18.03.2016,05.04.2016,31.03.2016,27.05.2016,18.05.2016,,,27.05.2016,1,"42486,858611111"
Kvantel AS,10,5503325,Ethernet,finalize access,28413825,22.03.2016,15.04.2016,31.03.2016,09.05.2016,09.05.2016,,,19.05.2016,1,"42486,858611111"
Kvantel AS,10,5503240,Ethernet,finalize access,28680889,14.03.2016,25.04.2016,17.03.2016,31.05.2016,06.06.2016,,,15.06.2016,1,"42486,858611111"
Kvantel AS,10,5503402,Ethernet,finalize access,28565930,07.04.2016,15.04.2016,11.04.2016,20.05.2016,11.05.2016,,,20.05.2016,1,"42486,858611111"
Kvantel AS,10,5503466,Ethernet,finalize access,28372033,11.04.2016,21.04.2016,13.04.2016,20.05.2016,11.05.2016,,,20.05.2016,1,"42486,858611111"
Kvantel AS,10,5503630,Ethernet,finalize access,28489551,20.04.2016,28.04.2016,27.04.2016,06.06.2016,26.05.2016,,,06.06.2016,1,"42486,858611111"
Kvantel AS,10,401190,Capacity,finalize access,10303869,28.04.2016,06.05.2016,02.05.2016,01.06.2016,30.05.2016,,,01.06.2016,1,"42486,858611111"
Kvantel AS,10,401234,Capacity,finalize access,10303870,29.04.2016,09.05.2016,02.05.2016,06.06.2016,02.06.2016,,,06.06.2016,1,"42486,858611111"
Kvantel AS,10,5503687,Ethernet,finalize access,28592048,03.05.2016,11.05.2016,09.05.2016,06.07.2016,27.06.2016,,,06.07.2016,1,"42486,858611111"
Kvantel AS,10,5503797,Ethernet,finalize access,28447620,02.05.2016,23.05.2016,03.05.2016,15.07.2016,06.07.2016,,,15.07.2016,1,"42486,858611111"
Kvantel AS,10,5503810,Ethernet,plan & design,28491347,06.05.2016,,11.05.2016,,,,,,1,"42486,858611111"
Kvantel AS,10,403239,Ethernet,finalize access,28528179,09.05.2016,12.05.2016,11.05.2016,10.06.2016,27.05.2016,,,10.06.2016,1,"42486,858611111"
Kvantel AS,10,5503851,Ethernet,plan & design,28987946,06.05.2016,,24.05.2016,,,,,,1,"42486,858611111"
Kvantel AS,10,5503864,Ethernet,plan & design,28459723,11.05.2016,,24.05.2016,,,,,,1,"42486,858611111"
Kvantel AS,10,5503869,Ethernet,plan & design,28775212,11.05.2016,,24.05.2016,,,,,,1,"42486,858611111"
Kvantel AS,10,403377,Capacity,plan & design,10303947,10.05.2016,,24.05.2016,,,,,,1,"42486,858611111"
Kvantel AS,10,343017,Ethernet,finalize access,28441672,03.06.2015,17.06.2015,17.06.2015,31.08.2015,17.06.2015,,,31.08.2015,1,"42486,858611111"
Kvantel AS,10,348786,Ethernet,plan & design,28581647,23.07.2015,,12.08.2015,,,,,,1,"42486,858611111"
Kvantel AS,10,403158,Ethernet,plan & design,32022220,09.05.2016,,20.05.2016,,,,,,1,"42486,858611111"
Kvantel AS,10,404465,Ethernet,validate & disp.,,24.05.2016,,,,,,,,1,"42486,858611111"
Kvantel AS,10,401885,Ethernet,plan & design,28833408,06.05.2016,,24.05.2016,,,,,,1,"42486,858611111"
Kvantel AS,10,403865,Ethernet,plan & design,28409985,13.05.2016,,13.05.2016,,,,,,1,"42486,858611111"
Kvantel AS,10,403957,Ethernet,validate & disp.,32554212,17.05.2016,,,,,,,,1,"42486,858611111"
Kvantel AS,10,403956,Ethernet,validate & disp.,28671887,17.05.2016,,,,,,,,1,"42486,858611111"
Kvantel AS,10,403345,Ethernet,validate & disp.,32390711,10.05.2016,,,,,,,,1,"42486,858611111"
Kvantel AS,10,403231,Ethernet,validate & disp.,32539578,09.05.2016,,,,,,,,1,"42486,858611111"
WALHALLA FRAKT AS,17,404050,Internet,finalize access,28516329,18.05.2016,23.05.2016,19.05.2016,15.07.2016,06.07.2016,,,15.07.2016,1,"42486,858611111"
Viju Norge AS,180,401278,IPVPN,finalize access,28983373,29.04.2016,06.05.2016,03.05.2016,16.06.2016,13.06.2016,,,16.06.2016,1,"42486,858611111"
HJELLE AS,188,398085,IPVPN,plan & design,28855035,31.03.2016,,27.04.2016,,,,09.05.2016,,1,"42486,858611111"
HJELLE AS,188,398088,IPVPN,plan & design,28476532,31.03.2016,,23.05.2016,,,,23.05.2016,,1,"42486,858611111"
Redningsselskapet,182,396972,Ethernet,plan & design,28104603,22.03.2016,,25.04.2016,,,,,,1,"42486,858611111"
Dataoppdrag AS,189,404152,Capacity,plan & design,10303940,19.05.2016,,20.05.2016,,,,,,1,"42486,858611111"
Dataoppdrag AS,189,368840,Capacity,validate & disp.,,23.01.2016,,,,,,,,1,"42486,858611111"
Dataoppdrag AS,189,404151,Capacity,plan & design,10303939,19.05.2016,,20.05.2016,,,,,,1,"42486,858611111"
Dataoppdrag AS,189,356293,Ethernet,validate & disp.,10511429,14.10.2015,,,,,,,,1,"42486,858611111"
HJELLE BAKEREN AS,190,398384,IPVPN,plan & design,28716482,05.04.2016,,10.05.2016,,,,,,1,"42486,858611111"
VIDEOKJELLEREN AS,191,403631,Internet,finalize access,32622753,11.05.2016,19.05.2016,19.05.2016,31.05.2016,,,,31.05.2016,1,"42486,858611111"
ÅGE JOHANSENS AS,192,399802,Internet,finalize access,28500267,14.04.2016,21.04.2016,15.04.2016,10.06.2016,01.06.2016,,,10.06.2016,1,"42486,858611111"
Bygdøy alle Finanssenter AS,193,394178,Internet,finalize access,28913678,29.02.2016,04.05.2016,04.03.2016,07.06.2016,27.05.2016,,,07.06.2016,1,"42486,858611111"
JORDBÆRPIKENE MELHUS AS,194,368301,IPVPN,validate & disp.,28379019,18.01.2016,,,,,,,,1,"42486,858611111"
RealNett AS,82,396235,Ethernet,finalize access,28872874,17.03.2016,05.04.2016,23.03.2016,03.05.2016,07.06.2016,,,16.06.2016,1,"42486,858611111"
Entry as,195,399166,Ethernet,finalize access,28891758,08.04.2016,19.05.2016,28.04.2016,10.06.2016,01.06.2016,,,10.06.2016,1,"42486,858611111"
Skatteetaten,32,403844,Internet,plan & design,28323976,13.05.2016,,17.05.2016,,,,,,1,"42486,858611111"
Basis Consulting AS,39,364808,Internet,finalize access,28102242,18.12.2015,29.01.2016,29.01.2016,29.01.2016,29.01.2016,,,29.01.2016,1,"42486,858611111"
